"","LOCALITY_NAME","POSTCODE","SA2_MAINCODE","SA2_NAME"
"1479","CARLINGFORD NORTH",2118,125021476,"Carlingford"
"1480","DUNDAS",2118,125021476,"Carlingford"
"1481","DUNDAS VALLEY",2118,125021476,"Carlingford"
"1482","BARAIMAL",2470,112021244,"Casino"
"1483","FAIRY HILL",2470,112021244,"Casino"
"1484","CASINO NORTH",2470,112021244,"Casino"
"1485","N CASINO",2470,112021244,"Casino"
"1486","NORTH CASINO",2470,112021244,"Casino"
"1487","BENTLEY",2470,112021244,"Casino"
"1488","CASINO",2470,112021244,"Casino"
"1489","CASINO WEST",2470,112021244,"Casino"
"1490","WEST CASINO",2470,112021244,"Casino"
"1491","WOOROOWOOLGAN",2470,112021244,"Casino"
"1492","COOMBELL",2470,112021245,"Casino Region"
"1493","BOX RIDGE RESERVE",2471,112021245,"Casino Region"
"1494","CORAKI",2471,112021245,"Casino Region"
"1495","CORAKI EAST",2471,112021245,"Casino Region"
"1496","SWAN BAY (CORAKI)",2471,112021245,"Casino Region"
"1497","SWAN BAY CORAKI",2471,112021245,"Casino Region"
"1498","CULMARAN CREEK",2469,112021245,"Casino Region"
"1499","DEEP CREEK",2469,112021245,"Casino Region"
"1500","DOBIES BIGHT",2470,112021245,"Casino Region"
"1501","BACKMEDE",2470,112021245,"Casino Region"
"1502","DUCK CREEK",2469,112021245,"Casino Region"
"1503","DYRAABA",2470,112021245,"Casino Region"
"1504","DYRAABA CREEK",2470,112021245,"Casino Region"
"1505","BORA RIDGE",2470,112021245,"Casino Region"
"1506","CORAKI",2470,112021245,"Casino Region"
"1507","ELLANGOWAN",2470,112021245,"Casino Region"
"1508","GIBBERAGEE",2469,112021245,"Casino Region"
"1509","JACKY BULBIN",2469,112021245,"Casino Region"
"1510","GORGE CREEK",2469,112021245,"Casino Region"
"1511","GREENRIDGE",2471,112021245,"Casino Region"
"1512","HAYSTACK",2469,112021245,"Casino Region"
"1513","HOGARTH RANGE",2469,112021245,"Casino Region"
"1514","IRVINGTON",2470,112021245,"Casino Region"
"1515","JACKSONS FLAT",2469,112021245,"Casino Region"
"1516","JACKSON''S FLAT",2469,112021245,"Casino Region"
"1517","JOES BOX",2469,112021245,"Casino Region"
"1518","KIPPENDUFF",2469,112021245,"Casino Region"
"1519","LEEVILLE",2470,112021245,"Casino Region"
"1520","BEAN CREEK",2469,112021245,"Casino Region"
"1521","CAPEEN",2469,112021245,"Casino Region"
"1522","BOTTLE CREEK LOWER",2469,112021245,"Casino Region"
"1523","LOWER BOTTLE CREEK",2469,112021245,"Casino Region"
"1524","DUCK CREEK LOWER",2469,112021245,"Casino Region"
"1525","LOWER DUCK CREEK",2469,112021245,"Casino Region"
"1526","DYRAABA LOWER",2470,112021245,"Casino Region"
"1527","LOWER DYRAABA",2470,112021245,"Casino Region"
"1528","LOWER PEACOCK",2469,112021245,"Casino Region"
"1529","PEACOCK LOWER",2469,112021245,"Casino Region"
"1530","MALLANGANEE",2469,112021245,"Casino Region"
"1531","MONGOGARIE",2470,112021245,"Casino Region"
"1532","MOUNT MARSH",2469,112021245,"Casino Region"
"1533","MT MARSH",2469,112021245,"Casino Region"
"1534","MUMMULGUM",2469,112021245,"Casino Region"
"1535","MYRTLE CREEK",2469,112021245,"Casino Region"
"1536","NAUGHTONS GAP",2470,112021245,"Casino Region"
"1537","BENTLEY",2480,112021245,"Casino Region"
"1538","OLD BONALBO",2469,112021245,"Casino Region"
"1539","PADDYS FLAT",2469,112021245,"Casino Region"
"1540","PAGANS FLAT",2469,112021245,"Casino Region"
"1541","PEACOCK CREEK",2469,112021245,"Casino Region"
"1542","PIORA",2470,112021245,"Casino Region"
"1543","PIORA VIA CASINO",2470,112021245,"Casino Region"
"1544","RAPPVILLE",2469,112021245,"Casino Region"
"1545","SANDILANDS",2469,112021245,"Casino Region"
"1546","SHANNON BROOK",2470,112021245,"Casino Region"
"1547","SIMPKINS CREEK",2469,112021245,"Casino Region"
"1548","SIX MILE SWAMP",2469,112021245,"Casino Region"
"1549","COOLANESS",2470,112021245,"Casino Region"
"1550","SPRING GROVE",2470,112021245,"Casino Region"
"1551","BINGEEBEEBRA CREEK",2469,112021245,"Casino Region"
"1552","STRATHEDEN",2470,112021245,"Casino Region"
"1553","TATHAM",2471,112021245,"Casino Region"
"1554","THERESA CREEK",2469,112021245,"Casino Region"
"1555","TOOLOOM",2475,112021245,"Casino Region"
"1556","BLACK CAMP",2469,112021245,"Casino Region"
"1557","TUNGLEBUNG",2469,112021245,"Casino Region"
"1558","DUCK CREEK UPPER",2469,112021245,"Casino Region"
"1559","UPPER DUCK CREEK",2469,112021245,"Casino Region"
"1560","MONGOGARIE UPPER",2470,112021245,"Casino Region"
"1561","UPPER MONGOGARIE",2470,112021245,"Casino Region"
"1562","CORAKI WEST",2471,112021245,"Casino Region"
"1563","W CORAKI",2471,112021245,"Casino Region"
"1564","WEST CORAKI",2471,112021245,"Casino Region"
"1565","CAMIRA CREEK",2469,112021245,"Casino Region"
"1566","WHIPORIE",2469,112021245,"Casino Region"
"1567","WOODVIEW",2470,112021245,"Casino Region"
"1568","WYAN",2469,112021245,"Casino Region"
"1569","YABBRA",2469,112021245,"Casino Region"
"1570","HORSE RIDGES",2470,112021245,"Casino Region"
"1571","YORKLEA",2470,112021245,"Casino Region"
"1572","BONALBO",2469,112021245,"Casino Region"
"1573","WEST BUNGAWALBIN",2471,112021245,"Casino Region"
"1574","CLOVASS",2470,112021245,"Casino Region"
"1575","TOMKI",2470,112021245,"Casino Region"
"1576","BORA RIDGE",2471,112021245,"Casino Region"
"1577","BOTTLE CREEK",2469,112021245,"Casino Region"
"1578","BUSBYS FLAT",2469,112021245,"Casino Region"
"1579","BUSBYS FLATS",2469,112021245,"Casino Region"
"1580","WYON",2469,112021245,"Casino Region"
"1581","CAMBRIDGE PLATEAU",2469,112021245,"Casino Region"
"1582","CAMIRA",2469,112021245,"Casino Region"
"1583","CAPEEN CREEK",2469,112021245,"Casino Region"
"1584","CLEARFIELD",2469,112021245,"Casino Region"
"1585","CLOVASS",2480,112021245,"Casino Region"
"1586","CODRINGTON",2471,112021245,"Casino Region"
"1587","SOUTH CODRINGTON",2471,112021245,"Casino Region"
"1588","CASTLE HILL",2154,115011555,"Castle Hill - North"
"1589","FOX VALLEY",2154,115011555,"Castle Hill - North"
"1590","ROGANS HILL",2154,115011555,"Castle Hill - North"
"1591","CRANEBROOK",2749,124031458,"Castlereagh - Cranebrook"
"1592","KINGSWOOD PARK",2749,124031458,"Castlereagh - Cranebrook"
"1593","MOUNT PLEASANT",2749,124031458,"Castlereagh - Cranebrook"
"1594","NORTH CRANEBROOK",2749,124031458,"Castlereagh - Cranebrook"
"1595","LEMONGROVE",2747,124031458,"Castlereagh - Cranebrook"
"1596","LLANDILO",2747,124031458,"Castlereagh - Cranebrook"
"1597","JORDAN SPRINGS",2747,124031458,"Castlereagh - Cranebrook"
"1598","CASTLEREAGH",2749,124031458,"Castlereagh - Cranebrook"
"1599","RICHMOND",2749,124031458,"Castlereagh - Cranebrook"
"1600","CASULA",2170,127031522,"Casula"
"1601","THE CROSS ROADS",2170,127031522,"Casula"
"1602","CECIL HILLS",2171,127011593,"Cecil Hills"
"1603","KEARSLEY",2325,106011108,"Cessnock"
"1604","NEATH",2325,106011108,"Cessnock"
"1605","BELLBIRD",2325,106011108,"Cessnock"
"1606","BELLBIRD HEIGHTS",2325,106011108,"Cessnock"
"1607","NULKABA",2325,106011108,"Cessnock"
"1608","ABERDARE",2325,106011108,"Cessnock"
"1609","CAMPBELL",2325,106011108,"Cessnock"
"1610","CESSNOCK",2325,106011108,"Cessnock"
"1611","CESSNOCK WEST",2325,106011108,"Cessnock"
"1612","TOMALPIN",2325,106011108,"Cessnock"
"1613","WEST CESSNOCK",2325,106011108,"Cessnock"
"1614","CONGEWAI",2325,106011109,"Cessnock Region"
"1615","MOOTAI",2325,106011109,"Cessnock Region"
"1616","CORRABARE",2325,106011109,"Cessnock Region"
"1617","ABERNETHY",2325,106011109,"Cessnock Region"
"1618","ELLALONG",2325,106011109,"Cessnock Region"
"1619","ELRINGTON",2325,106011109,"Cessnock Region"
"1620","ELRINGTON ESTATE",2325,106011109,"Cessnock Region"
"1621","GRETA MAIN",2325,106011109,"Cessnock Region"
"1622","KITCHENER",2325,106011109,"Cessnock Region"
"1623","BOREE",2325,106011109,"Cessnock Region"
"1624","LAGUNA",2325,106011109,"Cessnock Region"
"1625","MILSONS ARM",2325,106011109,"Cessnock Region"
"1626","MOUNT SIMPSON",2325,106011109,"Cessnock Region"
"1627","YANGO CREEK",2325,106011109,"Cessnock Region"
"1628","MILLFIELD",2325,106011109,"Cessnock Region"
"1629","MOUNT VIEW",2325,106011109,"Cessnock Region"
"1630","MT VIEW",2325,106011109,"Cessnock Region"
"1631","MOUNT VINCENT",2323,106011109,"Cessnock Region"
"1632","MT VINCENT",2323,106011109,"Cessnock Region"
"1633","MULBRING",2323,106011109,"Cessnock Region"
"1634","HEATON",2325,106011109,"Cessnock Region"
"1635","OLNEY",2325,106011109,"Cessnock Region"
"1636","WATAGAN FOREST",2325,106011109,"Cessnock Region"
"1637","PAXTON",2325,106011109,"Cessnock Region"
"1638","PAYNES CROSSING",2325,106011109,"Cessnock Region"
"1639","PELTON",2325,106011109,"Cessnock Region"
"1640","QUORROBOLONG",2325,106011109,"Cessnock Region"
"1641","RICHMOND VALE",2323,106011109,"Cessnock Region"
"1642","STOCKRINGTON",2322,106011109,"Cessnock Region"
"1643","SWEETMANS CREEK",2325,106011109,"Cessnock Region"
"1644","NARONE CREEK",2325,106011109,"Cessnock Region"
"1645","WOLLOMBI",2325,106011109,"Cessnock Region"
"1646","BIG YENGO",2325,106011109,"Cessnock Region"
"1647","YENGO NATIONAL PARK",2325,106011109,"Cessnock Region"
"1648","MURRAYS RUN",2325,106011109,"Cessnock Region"
"1649","FERNANCES CROSSING",2325,106011109,"Cessnock Region"
"1650","DAIRY ARM",2325,106011109,"Cessnock Region"
"1651","WATAGAN",2325,106011109,"Cessnock Region"
"1652","BRUNKERVILLE",2323,106011109,"Cessnock Region"
"1653","BUCHANAN",2323,106011109,"Cessnock Region"
"1654","STANFORD MERTHYR",2323,106011109,"Cessnock Region"
"1655","BUCKETTY",2250,106011109,"Cessnock Region"
"1656","BUTTAI",2323,106011109,"Cessnock Region"
"1657","CEDAR CREEK",2325,106011109,"Cessnock Region"
"1658","DUDLEY",2290,111011208,"Charlestown - Dudley"
"1659","DUDLEY BEACH",2290,111011208,"Charlestown - Dudley"
"1660","DUDLEY PARK",2290,111011208,"Charlestown - Dudley"
"1661","GATESHEAD",2290,111011208,"Charlestown - Dudley"
"1662","HIGHFIELDS",2289,111011208,"Charlestown - Dudley"
"1663","KAHIBAH",2290,111011208,"Charlestown - Dudley"
"1664","WHITEBRIDGE",2290,111011208,"Charlestown - Dudley"
"1665","CHARESTOWN",2290,111011208,"Charlestown - Dudley"
"1666","CHARLESTOWN",2290,111011208,"Charlestown - Dudley"
"1667","ARTARMON",2064,121011398,"Chatswood (East) - Artarmon"
"1668","GORE HILL",2064,121011398,"Chatswood (East) - Artarmon"
"1669","CHATSWOOD",2067,121011398,"Chatswood (East) - Artarmon"
"1670","LANE COVE NORTH",2066,121011399,"Chatswood (West) - Lane Cove North"
"1671","LINDFIELD",2066,121011399,"Chatswood (West) - Lane Cove North"
"1672","CHATSWOOD WEST",2067,121011399,"Chatswood (West) - Lane Cove North"
"1673","WEST CHATSWOOD",2067,121011399,"Chatswood (West) - Lane Cove North"
"1674","CHERRYBROOK",2126,115011558,"Cherrybrook"
"1675","SEFTON",2162,125031479,"Chester Hill - Sefton"
"1676","SEFTON PARK",2162,125031479,"Chester Hill - Sefton"
"1677","CHESTER HILL",2162,125031479,"Chester Hill - Sefton"
"1678","CHATHAM VILLAGE",2170,127031523,"Chipping Norton - Moorebank"
"1679","MOOREBANK",2170,127031523,"Chipping Norton - Moorebank"
"1680","STEELE BARRACKS",2170,127031523,"Chipping Norton - Moorebank"
"1681","CHIPPING NORTON",2170,127031523,"Chipping Norton - Moorebank"
"1682","GLENNING VALLEY",2261,102021047,"Chittaway Bay - Tumbi Umbi"
"1683","BERKELEY VALE",2261,102021047,"Chittaway Bay - Tumbi Umbi"
"1684","MUNMORAH",2261,102021047,"Chittaway Bay - Tumbi Umbi"
"1685","CHITTAWAY BAY",2261,102021047,"Chittaway Bay - Tumbi Umbi"
"1686","CHITTAWAY POINT",2261,102021047,"Chittaway Bay - Tumbi Umbi"
"1687","CHITTAWAY PT",2261,102021047,"Chittaway Bay - Tumbi Umbi"
"1688","POTTS HILL",2143,119011355,"Chullora"
"1689","CHULLORA",2190,119011355,"Chullora"
"1690","EAGLE VALE",2558,123021438,"Claymore - Eagle Vale - Raby"
"1691","ESCHOL PARK",2558,123021438,"Claymore - Eagle Vale - Raby"
"1692","KEARNS",2558,123021438,"Claymore - Eagle Vale - Raby"
"1693","RABY",2566,123021438,"Claymore - Eagle Vale - Raby"
"1694","BLAIRMOUNT",2559,123021438,"Claymore - Eagle Vale - Raby"
"1695","CATHERINE FIELD",2566,123021438,"Claymore - Eagle Vale - Raby"
"1696","VARROVILLE",2566,123021438,"Claymore - Eagle Vale - Raby"
"1697","CLAYMORE",2559,123021438,"Claymore - Eagle Vale - Raby"
"1698","BLUE HILLS",2835,105011093,"Cobar"
"1699","CUBBA",2835,105011093,"Cobar"
"1700","EREMERANG",2877,105011093,"Cobar"
"1701","EUABALONG",2877,105011093,"Cobar"
"1702","EUABALONG WEST",2877,105011093,"Cobar"
"1703","WEST EUABALONG",2877,105011093,"Cobar"
"1704","GILGUNNIA",2877,105011093,"Cobar"
"1705","IRYMPLE",2835,105011093,"Cobar"
"1706","KERRIGUNDI",2835,105011093,"Cobar"
"1707","KULWIN",2835,105011093,"Cobar"
"1708","MOUNT HOPE",2877,105011093,"Cobar"
"1709","MT HOPE",2877,105011093,"Cobar"
"1710","MURRIN BRIDGE",2672,105011093,"Cobar"
"1711","NOONA",2835,105011093,"Cobar"
"1712","HILL PLAIN",2831,105011093,"Cobar"
"1713","KURRAJONG",2831,105011093,"Cobar"
"1714","MIRRABOOKA",2831,105011093,"Cobar"
"1715","NYMAGEE",2831,105011093,"Cobar"
"1716","PYRAMID",2831,105011093,"Cobar"
"1717","SANDY CREEK",2835,105011093,"Cobar"
"1718","BALD HILLS",2835,105011093,"Cobar"
"1719","DARLING DOWNS",2835,105011093,"Cobar"
"1720","TINDAREY",2835,105011093,"Cobar"
"1721","WINDERA",2835,105011093,"Cobar"
"1722","BULLA",2835,105011093,"Cobar"
"1723","FULHAM",2835,105011093,"Cobar"
"1724","CANBELEGO",2835,105011093,"Cobar"
"1725","MOUNT LEWIS",2835,105011093,"Cobar"
"1726","COBAR",2835,105011093,"Cobar"
"1727","COBAR PARK",2835,105011093,"Cobar"
"1728","LEPPINGTON",2179,127011506,"Cobbitty - Leppington"
"1729","ORAN PARK",2570,127011506,"Cobbitty - Leppington"
"1730","GREGORY HILLS",2557,127011506,"Cobbitty - Leppington"
"1731","GLEDSWOOD HILLS",2557,127011506,"Cobbitty - Leppington"
"1732","CATHERINE FIELD",2557,127011506,"Cobbitty - Leppington"
"1733","ORAN PARK",2557,127011506,"Cobbitty - Leppington"
"1734","CAMDEN WEST",2570,127011506,"Cobbitty - Leppington"
"1735","COBBITTY",2570,127011506,"Cobbitty - Leppington"
"1736","BOAMBEE BEACH",2450,104021084,"Coffs Harbour - North"
"1737","COFFS HARBOUR",2450,104021084,"Coffs Harbour - North"
"1738","COFFS HARBOUR BEACH",2450,104021084,"Coffs Harbour - North"
"1739","COFFS HARBOUR JETTY",2450,104021084,"Coffs Harbour - North"
"1740","DIGGERS BEACH",2450,104021084,"Coffs Harbour - North"
"1741","JETTY BEACH",2450,104021084,"Coffs Harbour - North"
"1742","PARK BEACH",2450,104021084,"Coffs Harbour - North"
"1743","WONGALA",2450,104021084,"Coffs Harbour - North"
"1744","BOAMBEE VALLEY NORTH",2450,104021085,"Coffs Harbour - South"
"1745","N BOAMBEE VALLEY",2450,104021085,"Coffs Harbour - South"
"1746","NORTH BOAMBEE VALLEY",2450,104021085,"Coffs Harbour - South"
"1747","OXLEY PARK",2760,124051580,"Colyton - Oxley Park"
"1748","COLYTON",2760,124051580,"Colyton - Oxley Park"
"1749","EAST ST MARYS",2760,124051580,"Colyton - Oxley Park"
"1750","ST MARYS EAST",2760,124051580,"Colyton - Oxley Park"
"1751","CONCORD",2137,120011383,"Concord - Mortlake - Cabarita"
"1752","CONCORD REPATRIATION HOSPITAL",2137,120011383,"Concord - Mortlake - Cabarita"
"1753","MORTLAKE",2137,120011383,"Concord - Mortlake - Cabarita"
"1754","BREAKFAST POINT",2137,120011383,"Concord - Mortlake - Cabarita"
"1755","BREAKFAST PT",2137,120011383,"Concord - Mortlake - Cabarita"
"1756","CABARITA",2137,120011383,"Concord - Mortlake - Cabarita"
"1757","CONCORD",2138,120011384,"Concord West - North Strathfield"
"1758","CONCORD REPATRIATION",2138,120011384,"Concord West - North Strathfield"
"1759","CONCORD WEST",2138,120011384,"Concord West - North Strathfield"
"1760","WEST CONCORD",2138,120011384,"Concord West - North Strathfield"
"1761","LIBERTY GROVE",2138,120011384,"Concord West - North Strathfield"
"1762","N STRATHFIELD",2137,120011384,"Concord West - North Strathfield"
"1763","NORTH STRATHFIELD",2137,120011384,"Concord West - North Strathfield"
"1764","STRATHFIELD NORTH",2137,120011384,"Concord West - North Strathfield"
"1765","RHODES",2138,120011384,"Concord West - North Strathfield"
"1766","CONDELL PARK",2200,119011356,"Condell Park"
"1767","BANKSTOWN AERODROME",2200,119011356,"Condell Park"
"1768","RIVERWOOD",2200,119011356,"Condell Park"
"1769","ARUNDEL",2877,103021062,"Condobolin"
"1770","BOONA ROAD",2877,103021062,"Condobolin"
"1771","CONDOBOLIN",2877,103021062,"Condobolin"
"1772","MICABIL",2877,103021062,"Condobolin"
"1773","WILLOWBEND RESERVE",2877,103021062,"Condobolin"
"1774","CURLEW WATERS",2672,103021062,"Condobolin"
"1775","DERRIWONG",2877,103021062,"Condobolin"
"1776","FAIRHOLME",2871,103021062,"Condobolin"
"1777","FIFIELD",2875,103021062,"Condobolin"
"1778","KIACATOO",2877,103021062,"Condobolin"
"1779","BOOTOOWA",2672,103021062,"Condobolin"
"1780","CARGELLIGO",2672,103021062,"Condobolin"
"1781","LAKE CARGELLIGO",2672,103021062,"Condobolin"
"1782","RANKINS SPRINGS",2672,103021062,"Condobolin"
"1783","ALBERT",2873,103021062,"Condobolin"
"1784","MIAMLEY",2873,103021062,"Condobolin"
"1785","MULGUTHRIE",2877,103021062,"Condobolin"
"1786","OOTHA",2875,103021062,"Condobolin"
"1787","BOBADAH",2873,103021062,"Condobolin"
"1788","LANSDALE",2873,103021062,"Condobolin"
"1789","MERYULA",2873,103021062,"Condobolin"
"1790","TOTTENHAM",2873,103021062,"Condobolin"
"1791","KADUNGLE",2874,103021062,"Condobolin"
"1792","KOLONGA",2874,103021062,"Condobolin"
"1793","MUNGERY",2874,103021062,"Condobolin"
"1794","TULLAMORE",2874,103021062,"Condobolin"
"1795","WELLWOOD",2874,103021062,"Condobolin"
"1796","YETHERA",2874,103021062,"Condobolin"
"1797","BURGOONEY",2669,103021062,"Condobolin"
"1798","TULLIBIGEAL",2669,103021062,"Condobolin"
"1799","BOONA MOUNT",2877,103021062,"Condobolin"
"1800","BURCHER",2671,103021062,"Condobolin"
"1801","CLOVELLY",2034,118021348,"Coogee - Clovelly"
"1802","COOGEE",2034,118021348,"Coogee - Clovelly"
"1803","COOGEE BEACH",2034,118021348,"Coogee - Clovelly"
"1804","WAVERLEY",2034,118021348,"Coogee - Clovelly"
"1805","COOGEE SOUTH",2034,118021348,"Coogee - Clovelly"
"1806","KINGSFORD",2034,118021348,"Coogee - Clovelly"
"1807","S COOGEE",2034,118021348,"Coogee - Clovelly"
"1808","SOUTH COOGEE",2034,118021348,"Coogee - Clovelly"
"1809","CLOVELLY",2031,118021348,"Coogee - Clovelly"
"1810","CLOVELLY BEACH",2031,118021348,"Coogee - Clovelly"
"1811","COOMA",2630,101031014,"Cooma"
"1812","COOMA EAST",2630,101031014,"Cooma"
"1813","COOMA NORTH",2630,101031014,"Cooma"
"1814","NORTH COOMA",2630,101031014,"Cooma"
"1815","PINE VALLEY",2630,101031014,"Cooma"
"1816","POLO FLAT",2630,101031014,"Cooma"
"1817","COOLRINGDON",2630,101031015,"Cooma Region"
"1818","COUNTEGANY",2630,101031015,"Cooma Region"
"1819","DAIRYMANS PLAINS",2630,101031015,"Cooma Region"
"1820","DANGELONG",2630,101031015,"Cooma Region"
"1821","DRY PLAIN",2630,101031015,"Cooma Region"
"1822","BADJA",2630,101031015,"Cooma Region"
"1823","ADAMINABY",2629,101031015,"Cooma Region"
"1824","CADDIGAT",2629,101031015,"Cooma Region"
"1825","WALLGROVE",2629,101031015,"Cooma Region"
"1826","FRYING PAN",2630,101031015,"Cooma Region"
"1827","GLEN FERGUS",2630,101031015,"Cooma Region"
"1828","GREENLANDS",2631,101031015,"Cooma Region"
"1829","ANEMBO",2630,101031015,"Cooma Region"
"1830","DUNDEE",2630,101031015,"Cooma Region"
"1831","JERANGLE",2630,101031015,"Cooma Region"
"1832","KYBEYAN",2631,101031015,"Cooma Region"
"1833","KYDRA",2631,101031015,"Cooma Region"
"1834","MAFFRA",2630,101031015,"Cooma Region"
"1835","MANARA",2630,101031015,"Cooma Region"
"1836","MIDDLE FLAT",2630,101031015,"Cooma Region"
"1837","BULGA CREEK",2630,101031015,"Cooma Region"
"1838","MURRUMBUCCA",2630,101031015,"Cooma Region"
"1839","MYALLA",2630,101031015,"Cooma Region"
"1840","NIMMITABEL",2631,101031015,"Cooma Region"
"1841","NUMERALLA",2630,101031015,"Cooma Region"
"1842","OLD ADAMINABY",2629,101031015,"Cooma Region"
"1843","PEAK VIEW",2630,101031015,"Cooma Region"
"1844","PROVIDENCE PORTAL",2629,101031015,"Cooma Region"
"1845","RHINE FALLS",2630,101031015,"Cooma Region"
"1846","COONERANG",2630,101031015,"Cooma Region"
"1847","ROCK FLAT",2630,101031015,"Cooma Region"
"1848","SUMMER HILL",2630,101031015,"Cooma Region"
"1849","ROSE VALLEY",2630,101031015,"Cooma Region"
"1850","BILLILINGRA",2630,101031015,"Cooma Region"
"1851","SHANNONS FLAT",2630,101031015,"Cooma Region"
"1852","SPRINGFIELD",2630,101031015,"Cooma Region"
"1853","BROWN MOUNTAIN",2631,101031015,"Cooma Region"
"1854","STEEPLE FLAT",2631,101031015,"Cooma Region"
"1855","BINJURA",2630,101031015,"Cooma Region"
"1856","TANTANGARA",2629,101031015,"Cooma Region"
"1857","THE BROTHERS",2630,101031015,"Cooma Region"
"1858","TUROSS",2630,101031015,"Cooma Region"
"1859","WAMBROOK",2630,101031015,"Cooma Region"
"1860","BOBUNDARA",2630,101031015,"Cooma Region"
"1861","WINIFRED",2631,101031015,"Cooma Region"
"1862","CLEAR RIDGE",2629,101031015,"Cooma Region"
"1863","YAOUK",2629,101031015,"Cooma Region"
"1864","BOLARO",2629,101031015,"Cooma Region"
"1865","TOLBAR",2627,101031015,"Cooma Region"
"1866","KIANDRA",2627,101031015,"Cooma Region"
"1867","GOOANDRA",2627,101031015,"Cooma Region"
"1868","BROKEN DAM",2627,101031015,"Cooma Region"
"1869","NUNGAR",2627,101031015,"Cooma Region"
"1870","BREDBO",2626,101031015,"Cooma Region"
"1871","ANGLERS REACH",2629,101031015,"Cooma Region"
"1872","ARABLE",2630,101031015,"Cooma Region"
"1873","BUMBALONG",2626,101031015,"Cooma Region"
"1874","BUNYAN",2630,101031015,"Cooma Region"
"1875","CARLAMINDA",2630,101031015,"Cooma Region"
"1876","CHAKOLA",2630,101031015,"Cooma Region"
"1877","COLINTON",2626,101031015,"Cooma Region"
"1878","COOLAH",2843,105031099,"Coonabarabran"
"1879","COONABARABRAN",2357,105031099,"Coonabarabran"
"1880","GUNNEDAH HILL",2357,105031099,"Coonabarabran"
"1881","RACECOURSE",2357,105031099,"Coonabarabran"
"1882","DANDRY",2357,105031099,"Coonabarabran"
"1883","GOOLHI",2379,105031099,"Coonabarabran"
