"","NAME","State","Postcode","Cardiac.ARIA"
"3985","LIMERICK","NSW","2583","6A"
"3986","LIMESTONE","NSW","2361","6B"
"3987","LIMESTONE","NSW","2880","4A"
"3988","LIMPINWOOD","NSW","2484","4A"
"3989","LINBURN","NSW","2850","4A"
"3990","LINDEN","NSW","2778","1A"
"3991","LINDENDALE","NSW","2480","2A"
"3992","LINDESAY","NSW","2347","6A"
"3993","LINDESAY CREEK","NSW","2476","5B"
"3994","LINDFIELD","NSW","2070","1A"
"3995","LINDIFFERON","NSW","2710","6A"
"3996","LINLEY POINT","NSW","2066","1A"
"3997","LIONSVILLE","NSW","2460","6B"
"3998","LISAROW","NSW","2250","1A"
"3999","LISMORE","NSW","2480","2A"
"4000","LISMORE HEIGHTS","NSW","2480","2A"
"4001","LISTON","NSW","2372","5A"
"4002","LITHGOW","NSW","2790","4A"
"4003","LITTLE BACK CREEK","NSW","2474","2A"
"4004","LITTLE BAY","NSW","2036","1A"
"4005","LITTLE BILLABONG","NSW","2644","6A"
"4006","LITTLE FOREST","NSW","2538","4A"
"4007","LITTLE HARTLEY","NSW","2790","4A"
"4008","LOFTUS","NSW","2232","1A"
"4009","LOFTVILLE","NSW","2480","2A"
"4010","LOGANS CROSSING","NSW","2439","5A"
"4011","LOGIE BRAE","NSW","2713","6A"
"4012","LONDONDERRY","NSW","2753","1A"
"4013","LONE PINE","NSW","2834","5C"
"4014","LONG BEACH","NSW","2536","4A"
"4015","LONG FLAT","NSW","2446","6A"
"4016","LONG JETTY","NSW","2261","1A"
"4017","LONG PLAIN","NSW","2360","4A"
"4018","LONG PLAIN","NSW","2629","6A"
"4019","LONG POINT","NSW","2330","4A"
"4020","LONG POINT","NSW","2564","1A"
"4021","LONG POINT","NSW","2800","6A"
"4022","LONGARM","NSW","2347","5A"
"4023","LONGREACH","NSW","2540","3A"
"4024","LONGUEVILLE","NSW","2066","1A"
"4025","LONSDALE","NSW","2880","6D"
"4026","LOOMBAH","NSW","2867","5A"
"4027","LOWER PAPPINBARRA","NSW","2446","5A"
"4028","LOWER PEACOCK","NSW","2469","5B"
"4029","LOWER PORTLAND","NSW","2756","6A"
"4030","LOWER SOUTHGATE","NSW","2460","4A"
"4031","LOWER TAYLORS ARM","NSW","2447","4A"
"4032","LOWESDALE","NSW","2646","5A"
"4033","LOWLANDS","NSW","2753","1A"
"4034","LOWTHER","NSW","2790","4A"
"4035","LOXFORD","NSW","2326","1A"
"4036","LUCAS HEIGHTS","NSW","2234","1A"
"4037","LUCKNOW","NSW","2800","1A"
"4038","LUDDENHAM","NSW","2745","1A"
"4039","LUE","NSW","2850","5A"
"4040","LUGARNO","NSW","2210","1A"
"4041","LURNEA","NSW","2170","1A"
"4042","LUSKINTYRE","NSW","2321","3A"
"4043","MACKSVILLE","NSW","2447","4A"
"4044","MACLEAN","NSW","2463","3A"
"4045","MACMASTERS BEACH","NSW","2251","1A"
"4046","MACQUARIE FIELDS","NSW","2564","1A"
"4047","MACQUARIE HILLS","NSW","2285","1A"
"4048","MACQUARIE LINKS","NSW","2565","1A"
"4049","MACQUARIE MARSHES","NSW","2831","6E"
"4050","MACQUARIE PARK","NSW","2109","1A"
"4051","MACQUARIE PASS","NSW","2577","4A"
"4052","MADDENS PLAINS","NSW","2508","1A"
"4053","MADGWICK","NSW","2351","4A"
"4054","MAFFRA","NSW","2630","6A"
"4055","MAGENTA","NSW","2261","1A"
"4056","MAGENTA","NSW","2715","6E"
"4057","MAGOMETON","NSW","2829","6B"
"4058","MAIANBAR","NSW","2230","6A"
"4059","MALUA BAY","NSW","2536","4A"
"4060","MANAR","NSW","2622","5A"
"4061","MANARA","NSW","2630","6A"
"4062","MANCHESTER SQUARE","NSW","2577","6A"
"4063","MANDAGERY","NSW","2870","6A"
"4064","MANDALAY","NSW","2836","6D"
"4065","MANDALONG","NSW","2264","1A"
"4066","MANDURAMA","NSW","2792","5A"
"4067","MANGERTON","NSW","2500","1A"
"4068","MANGOOLA","NSW","2328","4A"
"4069","MANGOPLAH","NSW","2652","6A"
"4070","MANGROVE CREEK","NSW","2250","6A"
"4071","MANGROVE MOUNTAIN","NSW","2250","1A"
"4072","MANILDRA","NSW","2865","5A"
"4073","MANILLA","NSW","2346","5A"
"4074","MANLY","NSW","2095","1A"
"4075","MANLY VALE","NSW","2093","1A"
"4076","MANNERING PARK","NSW","2259","2A"
"4077","MANNING POINT","NSW","2430","3A"
"4078","MARENGO","NSW","2453","6B"
"4079","MARES RUN","NSW","2422","6B"
"4080","MARINNA","NSW","2663","5A"
"4081","MARKS POINT","NSW","2280","1A"
"4082","MARKWELL","NSW","2423","5A"
"4083","MARLEE","NSW","2429","6A"
"4084","MARLO MERRICAN","NSW","2446","4A"
"4085","MARLOW","NSW","2775","1A"
"4086","MARLOWE","NSW","2622","6A"
"4087","MARMONG POINT","NSW","2284","1A"
"4088","MAROM CREEK","NSW","2480","2A"
"4089","MAROOTA","NSW","2756","6A"
"4090","MAROUBRA","NSW","2035","1A"
"4091","MASSEYS CREEK","NSW","2311","6A"
"4092","MATCHAM","NSW","2250","1A"
"4093","MATHESON","NSW","2370","5A"
"4094","MATHOURA","NSW","2710","6A"
"4095","MATONG","NSW","2652","6A"
"4096","MATRAVILLE","NSW","2036","1A"
"4097","MAUDE","NSW","2711","6C"
"4098","MAUDVILLE","NSW","2422","6B"
"4099","MAULES CREEK","NSW","2382","6A"
"4100","MAXWELL","NSW","2650","6A"
"4101","MAYBOLE","NSW","2365","6A"
"4102","MAYERS FLAT","NSW","2423","5A"
"4103","MAYFIELD","NSW","2540","3A"
"4104","MAYFIELD","NSW","2622","6A"
"4105","MAYFIELD","NSW","2787","3A"
"4106","MAYFIELD","NSW","2304","1A"
"4107","MAYFIELD EAST","NSW","2304","1A"
"4108","MAYFIELD NORTH","NSW","2304","1A"
"4109","MAYFIELD WEST","NSW","2304","1A"
"4110","MAYNARDS PLAINS","NSW","2453","5A"
"4111","MAYRUNG","NSW","2710","6A"
"4112","MAYS HILL","NSW","2145","1A"
"4113","MAYS HILL","NSW","2490","2A"
"4114","MAYVALE","NSW","2347","6B"
"4115","MCCULLYS GAP","NSW","2333","4A"
"4116","MEERMAUL","NSW","2380","5A"
"4117","MEERSCHAUM VALE","NSW","2477","4A"
"4118","MEGALONG","NSW","2785","4A"
"4119","MEGAN","NSW","2453","5A"
"4120","MELBERGEN","NSW","2669","6A"
"4121","MELDRUM DOWNS","NSW","2453","5A"
"4122","MELINGA","NSW","2430","3A"
"4123","MELLONG","NSW","2756","6A"
"4124","MELLOOL","NSW","2734","4A"
"4125","MELROSE PARK","NSW","2114","1A"
"4126","MELVILLE","NSW","2320","3A"
"4127","MEMAGONG","NSW","2594","5A"
"4128","MENAH","NSW","2850","4A"
"4129","MENAI","NSW","2234","1A"
"4130","MENANGLE","NSW","2568","2A"
"4131","MENANGLE PARK","NSW","2563","2A"
"4132","MENDOORAN","NSW","2842","6A"
"4133","MENINDEE","NSW","2879","5D"
"4134","MERRYGOEN","NSW","2831","6B"
"4135","MERRYLANDS","NSW","2160","1A"
"4136","MERRYLANDS WEST","NSW","2160","1A"
"4137","MERUNGLE HILL","NSW","2705","5A"
"4138","MERWETHER HEIGHTS","NSW","2291","1A"
"4139","MERYLA","NSW","2577","6A"
"4140","METFORD","NSW","2323","1A"
"4141","METHUL","NSW","2701","6A"
"4142","METZ","NSW","2350","6A"
"4143","MIAMLEY","NSW","2873","6D"
"4144","MIANDETTA","NSW","2825","5C"
"4145","MICALO ISLAND","NSW","2464","4A"
"4146","MICHELAGO","NSW","2620","6A"
"4147","MIDDLE ARM","NSW","2580","3A"
"4148","MIDDLE BROOK","NSW","2337","5B"
"4149","MIDDLE BROTHER","NSW","2443","5A"
"4150","MIDDLE COVE","NSW","2068","1A"
"4151","MIDDLE DURAL","NSW","2158","1A"
"4152","MIDDLE FALBROOK","NSW","2330","4A"
"4153","MIDDLE FLAT","NSW","2630","4A"
"4154","MIDDLE POCKET","NSW","2483","4A"
"4155","MILLIE","NSW","2397","6A"
"4156","MILLINGANDI","NSW","2549","4A"
"4157","MILLTHORPE","NSW","2798","1A"
"4158","MILPARINKA","NSW","2880","6D"
"4159","MILPERRA","NSW","2214","1A"
"4160","MILROY","NSW","2380","6A"
"4161","MILROY","NSW","2850","4A"
"4162","MILSONS PASSAGE","NSW","2083","1A"
"4163","MILSONS POINT","NSW","2061","1A"
"4164","MILTON","NSW","2538","4A"
"4165","MILVALE","NSW","2594","6A"
"4166","MIMOSA","NSW","2666","5A"
"4167","MIN MIN","NSW","2711","6E"
"4168","MINCHINBURY","NSW","2770","1A"
"4169","MINDARIBBA","NSW","2320","3A"
"4170","MIRROOL","NSW","2665","6B"
"4171","MISSABOTTI","NSW","2449","4A"
"4172","MITCHELL","NSW","2795","3A"
"4173","MITCHELLS FLAT","NSW","2330","4A"
"4174","MITCHELLS ISLAND","NSW","2430","3A"
"4175","MITTAGONG","NSW","2575","3A"
"4176","MOAMA","NSW","2731","4A"
"4177","MODANVILLE","NSW","2480","2A"
"4178","MOGAREEKA","NSW","2550","4A"
"4179","MOGENDOURA","NSW","2537","4A"
"4180","MOGGS SWAMP","NSW","2370","6A"
"4181","MOGILLA","NSW","2550","6A"
"4182","MOGO","NSW","2536","4A"
"4183","MOGO","NSW","2850","6A"
"4184","MOGO CREEK","NSW","2775","6A"
"4185","MOGOOD","NSW","2538","6A"
"4186","MONTANA","NSW","2628","6A"
"4187","MONTEAGLE","NSW","2594","5A"
"4188","MONTECOLLUM","NSW","2482","2A"
"4189","MONTEFIORES","NSW","2820","5A"
"4190","MONTEREY","NSW","2217","1A"
"4191","MOOBALL","NSW","2483","4A"
"4192","MOOBI","NSW","2337","4B"
"4193","MOOGEM","NSW","2370","6A"
"4194","MOOKERAWA","NSW","2820","6A"
"4195","MOOKIMA WYBRA","NSW","2469","6B"
"4196","MOOLARBEN","NSW","2850","6A"
"4197","MOOLLATTOO","NSW","2540","3A"
"4198","MOOLPA","NSW","2734","6A"
"4199","MOOMBOOLDOOL","NSW","2665","6A"
"4200","MOONA","NSW","2354","6B"
"4201","MOORILDA","NSW","2795","5A"
"4202","MOORLAND","NSW","2443","6A"
"4203","MOORONG","NSW","2650","1A"
"4204","MOORWATHA","NSW","2640","6A"
"4205","MOOTAI","NSW","2325","4A"
"4206","MOOTWINGEE","NSW","2880","6E"
"4207","MOPARRABAH","NSW","2440","6A"
"4208","MOPPY","NSW","2422","6B"
"4209","MORAGO","NSW","2710","6A"
"4210","MORANGARELL","NSW","2666","6A"
"4211","MORANS CROSSING","NSW","2550","4A"
"4212","MOREE","NSW","2400","4A"
"4213","MOSS VALE","NSW","2878","6D"
"4214","MOSS VALE","NSW","2577","3A"
"4215","MOSSGIEL","NSW","2878","6D"
"4216","MOSSY POINT","NSW","2537","4A"
"4217","MOTO","NSW","2426","6A"
"4218","MOTTO FARM","NSW","2324","1A"
"4219","MOULAMEIN","NSW","2733","6A"
"4220","MOUNT ADRAH","NSW","2729","6A"
"4221","MOUNT ANNAN","NSW","2567","1A"
"4222","MOUNT AQUILA","NSW","2820","6A"
"4223","MOUNT ARTHUR","NSW","2820","5A"
"4224","MOUNT AUSTIN","NSW","2650","1A"
"4225","MOUNT BURRELL","NSW","2484","5A"
"4226","MOUNT GIPPS","NSW","2880","6A"
"4227","MOUNT GLADSTONE","NSW","2454","4A"
"4228","MOUNT HARRIS","NSW","2824","6C"
"4229","MOUNT HOPE","NSW","2877","6E"
"4230","MOUNT HOREB","NSW","2729","5A"
"4231","MOUNT HUNTER","NSW","2570","1A"
"4232","MOUNT HUTTON","NSW","2290","1A"
"4233","MOUNT IRVINE","NSW","2786","6A"
"4234","MOUNT KEIRA","NSW","2500","1A"
"4235","MOUNT KEMBLA","NSW","2526","1A"
"4236","MOUNT KINGIMAN","NSW","2539","4A"
"4237","MOUNT KNOWLES","NSW","2850","4A"
"4238","MOUNT KURING GAI","NSW","2080","2A"
"4239","MOUNT LAMBIE","NSW","2790","4A"
"4240","MOUNT LEWIS","NSW","2190","1A"
"4241","MOUNT LEWIS","NSW","2835","6B"
"4242","MOUNT LINDSEY","NSW","2575","3A"
"4243","MOUNT PRITCHARD","NSW","2170","1A"
"4244","MOUNT RAE","NSW","2580","6A"
"4245","MOUNT RANKIN","NSW","2795","3A"
"4246","MOUNT RIVERS","NSW","2311","6A"
"4247","MOUNT RIVERVIEW","NSW","2774","1A"
"4248","MOUNT ROYAL","NSW","2330","6A"
"4249","MOUNT RUSSELL","NSW","2360","6A"
"4250","MOUNT SAINT THOMAS","NSW","2500","1A"
"4251","MOUNT SEAVIEW","NSW","2446","6A"
"4252","MOUNT ST THOMAS","NSW","2500","1A"
"4253","MOUNT TENANDRA","NSW","2828","6B"
"4254","MOUNT THORLEY","NSW","2330","4A"
"4255","MOUNT TOMAH","NSW","2758","6A"
"4256","MOUNT VERNON","NSW","2178","1A"
"4257","MOUNT VICTORIA","NSW","2786","4A"
"4258","MOUNT VIEW","NSW","2325","3A"
"4259","MOUNT VINCENT","NSW","2323","1A"
"4260","MOUNT VINCENT","NSW","2850","6A"
"4261","MUGGA DOWNS","NSW","2830","2A"
"4262","MUGGA HILL","NSW","2830","2A"
"4263","MULBRING","NSW","2323","1A"
"4264","MULDIVA","NSW","2453","5A"
"4265","MULGOA","NSW","2745","1A"
"4266","MULGRAVE","NSW","2756","1A"
"4267","MULGUTHRIE","NSW","2877","6A"
"4268","MULI MULI","NSW","2476","5B"
"4269","MULLA","NSW","2825","6C"
"4270","MULLA CREEK","NSW","2352","6A"
"4271","MULLALEY","NSW","2379","6A"
"4272","MULLAMUDDY","NSW","2850","4A"
"4273","MULLAWAY","NSW","2456","1A"
"4274","MULLENGANDRA","NSW","2644","6A"
"4275","MULLENGUDGERY","NSW","2825","6B"
"4276","MULLI MULLI","NSW","2476","5B"
"4277","MULLINGAR","NSW","2648","6E"
"4278","MULLION","NSW","2582","6A"
"4279","MULLION CREEK","NSW","2800","1A"
"4280","MULLOON","NSW","2622","6A"
"4281","MULLUMBIMBY","NSW","2482","2A"
"4282","MULLUMBIMBY CREEK","NSW","2482","2A"
"4283","MULWALA","NSW","2647","5A"
"4284","MULWEE","NSW","2324","6A"
"4285","MULYANDRY","NSW","2871","4A"
"4286","MUNYABLA","NSW","2658","6A"
"4287","MURGA","NSW","2864","5A"
"4288","MURONBUNG","NSW","2830","6A"
"4289","MURRAH","NSW","2550","6A"
"4290","MURRAMI","NSW","2705","5A"
"4291","MURRAWOMBIE","NSW","2825","6C"
"4292","MURRAY DOWNS","NSW","3585","4A"
"4293","MURRAY GORGE","NSW","2642","6C"
"4294","MURRAYS BEACH","NSW","2281","4A"
"4295","MURRENGENBURG","NSW","2622","6A"
"4296","MURRIN BRIDGE","NSW","2672","5B"
"4297","MYRTLE CREEK","NSW","2469","6A"
"4298","MYRTLE MOUNTAIN","NSW","2550","6A"
"4299","MYRTLE PARK","NSW","2713","5A"
"4300","MYRTLEVILLE","NSW","2580","6A"
"4301","MYSTERY BAY","NSW","2546","6A"
"4302","MYUNA BAY","NSW","2264","1A"
"4303","NABIAC","NSW","2312","3A"
"4304","NADGEE","NSW","2551","6B"
"4305","NAMBUCCA HEADS","NSW","2448","1A"
"4306","NAMOI RIVER","NSW","2346","5A"
"4307","NAROOMA","NSW","2546","4A"
"4308","NARRABARBA","NSW","2551","6B"
"4309","NARRABEEN","NSW","2101","1A"
"4310","NARRABRI","NSW","2390","5A"
"4311","NARRABRI WEST","NSW","2390","5A"
"4312","NARRABURRA","NSW","2666","6A"
"4313","NARRAMBLA","NSW","2800","1A"
"4314","NARRAN LAKE","NSW","2839","6D"
"4315","NARRANDERA","NSW","2700","5B"
"4316","NARRANGULLEN","NSW","2582","6A"
"4317","NARRAWA","NSW","2583","6A"
"4318","NARRAWALLEE","NSW","2539","4A"
"4319","NARRAWEENA","NSW","2099","1A"
"4320","NARRI","NSW","2835","5B"
"4321","NARROMINE","NSW","2821","2A"
"4322","NARROMINE EAST","NSW","2830","2A"
"4323","NARROW NECK","NSW","2787","4A"
"4324","NARWEE","NSW","2209","1A"
"4325","NASHDALE","NSW","2800","1A"
"4326","NASHUA","NSW","2479","2A"
"4327","NATTAI","NSW","2570","6A"
"4328","NERINGLA","NSW","2622","6A"
"4329","NERONG","NSW","2423","5A"
"4330","NERRIGA","NSW","2622","6A"
"4331","NERRIGUNDAH","NSW","2545","6A"
"4332","NETHERCOTE","NSW","2549","4A"
"4333","NETLEY","NSW","2880","6E"
"4334","NEUREA","NSW","2820","5A"
"4335","NEUTRAL BAY","NSW","2089","1A"
"4336","NEVER NEVER","NSW","2453","5A"
"4337","NEVERTIRE","NSW","2831","5B"
"4338","NEVILLE","NSW","2799","5A"
"4339","NEW BERRIMA","NSW","2577","3A"
"4340","NEW BRIGHTON","NSW","2483","4A"
"4341","NEW BUILDINGS","NSW","2550","6A"
"4342","NEW CHUM","NSW","2840","8E"
"4343","NEW ITALY","NSW","2472","5A"
"4344","NEW LAMBTON","NSW","2305","1A"
"4345","NEW LAMBTON HEIGHTS","NSW","2305","1A"
"4346","NEW MEXICO","NSW","2346","5A"
"4347","NEW MOLLYAN","NSW","2842","6B"
"4348","NEW PARK","NSW","2474","4A"
"4349","NEW VALLEY","NSW","2365","6A"
"4350","NIAGARA PARK","NSW","2250","1A"
"4351","NIANGALA","NSW","2354","6A"
"4352","NIEMUR","NSW","2733","6A"
"4353","NIGHTCAP","NSW","2480","5A"
"4354","NIMBIN","NSW","2480","5A"
"4355","NIMMITABEL","NSW","2631","6A"
"4356","NIMMO","NSW","2628","6A"
"4357","NORTH ALBURY","NSW","2640","3A"
"4358","NORTH ARM","NSW","2484","2A"
"4359","NORTH ARM COVE","NSW","2324","6A"
"4360","NORTH AVOCA","NSW","2260","1A"
"4361","NORTH BALGOWLAH","NSW","2093","1A"
"4362","NORTH BANK","NSW","2454","1A"
"4363","NORTH BATEMANS BAY","NSW","2536","4A"
"4364","NORTH BELLINGEN","NSW","2454","1A"
"4365","NORTH BOAMBEE VALLEY","NSW","2450","1A"
"4366","NORTH BONDI","NSW","2026","1A"
"4367","NORTH BONVILLE","NSW","2441","1A"
"4368","NORTH BROTHER","NSW","2443","2A"
"4369","NORTH BURRABADINE","NSW","2830","2A"
"4370","NORTH CASINO","NSW","2470","2A"
"4371","NORTH CRONULLA","NSW","2230","1A"
"4372","NORTH CURL CURL","NSW","2099","1A"
"4373","NORTH DORRIGO","NSW","2453","5A"
"4374","NORTH DUBBO","NSW","2830","2A"
"4375","NORTH ENGADINE","NSW","2233","1A"
"4376","NORTH EPPING","NSW","2121","1A"
"4377","NORTH GOSFORD","NSW","2250","1A"
"4378","NORTH HAVEN","NSW","2443","2A"
"4379","NORTH HELENSBURGH","NSW","2508","1A"
"4380","NORTH HILL","NSW","2350","4A"
"4381","NORTH WILLOUGHBY","NSW","2068","1A"
"4382","NORTH WOLLONGONG","NSW","2500","1A"
"4383","NORTH WOODBURN","NSW","2471","2A"
"4384","NORTH YALGOGRIN","NSW","2671","6B"
"4385","NORTH YEOVAL","NSW","2868","5A"
"4386","NORTHANGERA","NSW","2622","5A"
"4387","NORTHBRIDGE","NSW","2063","1A"
"4388","NORTHMEAD","NSW","2152","1A"
"4389","NORTHWOOD","NSW","2066","1A"
"4390","NORWAY","NSW","2787","5A"
"4391","NOWENDOC","NSW","2354","6B"
"4392","NOWLEY","NSW","2386","6A"
"4393","NOWRA","NSW","2541","3A"
"4394","NOWRA HILL","NSW","2540","3A"
"4395","NUBBA","NSW","2587","5A"
"4396","NUBINGERIE","NSW","2831","6A"
"4397","NYMAGEE","NSW","2831","6E"
"4398","NYMBOIDA","NSW","2460","6A"
"4399","NYNGAN","NSW","2825","5C"
"4400","NYORA","NSW","2646","5A"
"4401","NYRANG CREEK","NSW","2804","5A"
"4402","O CONNELL","NSW","2795","3A"
"4403","OAK FLATS","NSW","2529","1A"
"4404","OAKBANK","NSW","2666","5A"
"4405","OAKDALE","NSW","2570","4A"
"4406","OAKDALE","NSW","2737","6B"
"4407","OAKDENE","NSW","2830","2A"
"4408","OAKHAMPTON","NSW","2320","1A"
"4409","OAKHAMPTON HEIGHTS","NSW","2320","1A"
"4410","OAKHURST","NSW","2761","1A"
"4411","OAKLANDS","NSW","2646","6B"
"4412","OAKLANDS","NSW","2701","5A"
"4413","OAKLEIGH","NSW","2666","6A"
"4414","OAKVALE","NSW","2633","6B"
"4415","OAKVILLE","NSW","2765","1A"
"4416","OAKWOOD","NSW","2360","4A"
"4417","OAKY PARK","NSW","2790","4A"
"4418","OLD STATION","NSW","2440","4A"
"4419","OLD TOONGABBIE","NSW","2146","1A"
"4420","OLINDA","NSW","2849","5A"
"4421","OLNEY","NSW","2325","6A"
"4422","OMADALE","NSW","2337","6B"
"4423","ONE MILE","NSW","2316","5A"
"4424","ONE TREE","NSW","2665","5B"
"4425","ONE TREE","NSW","2711","6C"
"4426","OOLONG","NSW","2581","6A"
"4427","OOMA","NSW","2871","6A"
"4428","OORUNDUMBY","NSW","2354","5B"
"4429","OOTHA","NSW","2875","6A"
"4430","OPHIR","NSW","2800","1A"
"4431","OWENS GAP","NSW","2337","5B"
"4432","OXFORD","NSW","2878","6D"
"4433","OXFORD FALLS","NSW","2100","1A"
"4434","OXLEY","NSW","2711","6E"
"4435","OXLEY","NSW","2824","6E"
"4436","OXLEY ISLAND","NSW","2430","3A"
"4437","OXLEY PARK","NSW","2760","1A"
"4438","OXLEY VALE","NSW","2340","2A"
"4439","OYSTER BAY","NSW","2225","1A"
"4440","OYSTER COVE","NSW","2318","1A"
"4441","PACIFIC PALMS","NSW","2428","6A"
"4442","PACKSADDLE","NSW","2880","8E"
"4443","PADDINGTON","NSW","2021","1A"
"4444","PADDYS FLAT","NSW","2469","6B"
"4445","PADDYS FLAT","NSW","2632","5B"
"4446","PADDYS PLAIN","NSW","2453","5A"
"4447","PADDYS RIVER","NSW","2577","6A"
"4448","PADDYS RIVER","NSW","2653","5A"
"4449","PADSTOW","NSW","2211","1A"
"4450","PADSTOW HEIGHTS","NSW","2211","1A"
"4451","PAGANS FLAT","NSW","2469","6B"
"4452","PAGES CREEK","NSW","2337","6B"
"4453","PAGES RIVER","NSW","2338","5B"
"4454","PAGEWOOD","NSW","2035","1A"
"4455","PAISLEY","NSW","2839","6D"
"4456","PANUARA","NSW","2800","6A"
"4457","PAPPINBARRA","NSW","2446","6A"
"4458","PARADISE","NSW","2360","6A"
"4459","PARKES","NSW","2870","4A"
"4460","PARKESBOROUGH","NSW","2870","4A"
"4461","PARKESBOURNE","NSW","2580","3A"
"4462","PAYNES CROSSING","NSW","2325","6A"
"4463","PAYNTERS SIDING","NSW","2700","5A"
"4464","PEACOCK CREEK","NSW","2469","5A"
"4465","PEAK HILL","NSW","2869","5A"
"4466","PEAK VIEW","NSW","2630","6A"
"4467","PEAKHURST","NSW","2210","1A"
"4468","PEAKHURST HEIGHTS","NSW","2210","1A"
"4469","PEARCES CREEK","NSW","2477","2A"
"4470","PEARL BEACH","NSW","2256","1A"
"4471","PEAT ISLAND","NSW","2083","1A"
"4472","PEATS RIDGE","NSW","2250","1A"
"4473","PEBBLY BEACH","NSW","2536","4A"
"4474","PEEL","NSW","2795","3A"
"4475","PEELWOOD","NSW","2583","6B"
"4476","PEJAR","NSW","2583","5A"
"4477","PELAW MAIN","NSW","2327","1A"
"4478","PELICAN","NSW","2281","1A"
"4479","PELICAN FLAT","NSW","2281","1A"
"4480","PELTON","NSW","2325","3A"
"4481","PETERSHAM","NSW","2049","1A"
"4482","PHEASANTS NEST","NSW","2574","2A"
"4483","PHEGANS BAY","NSW","2256","1A"
"4484","PHILLIP BAY","NSW","2036","1A"
"4485","PHOENIX PARK","NSW","2321","1A"
"4486","PIALLAMORE","NSW","2340","2A"
"4487","PIALLAWAY","NSW","2342","6A"
"4488","PIAMBONG","NSW","2850","4A"
"4489","PICKETT HILL","NSW","2448","1A"
"4490","PICKETTS VALLEY","NSW","2251","1A"
"4491","PICNIC POINT","NSW","2213","1A"
"4492","PICTON","NSW","2571","1A"
"4493","PIGEONBAH","NSW","2824","6B"
"4494","PIGGABEEN","NSW","2486","2A"
"4495","PINKETT","NSW","2370","6A"
"4496","PINNACLE","NSW","2810","6A"
"4497","PINNACLE SWAMP","NSW","2849","5A"
"4498","PINNY BEACH","NSW","2281","2A"
"4499","PIORA","NSW","2470","4A"
"4500","PIPECLAY","NSW","2446","5A"
"4501","PITNACREE","NSW","2323","1A"
"4502","PITT TOWN","NSW","2756","1A"
"4503","PITT TOWN BOTTOMS","NSW","2756","1A"
"4504","PLEASANT HILLS","NSW","2658","6B"
"4505","PLEASURE POINT","NSW","2172","1A"
"4506","PLUMPTON","NSW","2761","1A"
"4507","PORT BOTANY","NSW","2036","1A"
"4508","PORT HACKING","NSW","2229","1A"
"4509","PORT HUNTER","NSW","2295","1A"
"4510","PORT KEMBLA","NSW","2505","1A"
"4511","PORT MACQUARIE","NSW","2444","2A"
"4512","PRETTY BEACH","NSW","2257","1A"
"4513","PRETTY BEACH","NSW","2536","6A"
"4514","PRETTY PINE","NSW","2710","6A"
"4515","PRIMBEE","NSW","2502","1A"
"4516","PRIMROSE VALLEY","NSW","2621","6A"
"4517","PROMISED LAND","NSW","2454","1A"
"4518","PROSPECT","NSW","2148","1A"
"4519","PROVIDENCE PORTAL","NSW","2629","6A"
"4520","PUCAWAN","NSW","2666","5A"
"4521","PUDDLEDOCK","NSW","2350","4A"
"4522","PULGANBAR","NSW","2460","6A"
"4523","PULLABOOKA","NSW","2810","6A"
"4524","PULLAMING","NSW","2380","5A"
"4525","PULLETOP","NSW","2650","6A"
"4526","PUMPENBIL","NSW","2484","6A"
"4527","PUNCHBOWL","NSW","2460","6A"
"4528","PUNCHBOWL","NSW","2196","1A"
"4529","PURFLEET","NSW","2430","3A"
"4530","QUIDONG","NSW","2632","5B"
"4531","QUIERA","NSW","2622","6A"
"4532","QUIPOLLY","NSW","2343","5A"
"4533","QUIRINDI","NSW","2343","5A"
"4534","QUORROBOLONG","NSW","2325","4A"
"4535","RABY","NSW","2566","1A"
"4536","RAGLAN","NSW","2420","5A"
"4537","RAGLAN","NSW","2795","3A"
"4538","RAINBOW FLAT","NSW","2430","3A"
"4539","RAINBOW REACH","NSW","2440","4A"
"4540","RALEIGH","NSW","2454","1A"
"4541","RALEIGH SOUTH","NSW","2455","1A"
"4542","RAMORNIE","NSW","2460","6A"
"4543","RAMSGATE","NSW","2217","1A"
"4544","RAMSGATE BEACH","NSW","2217","1A"
"4545","RAND","NSW","2642","6A"
"4546","RANDWICK","NSW","2031","1A"
"4547","RANGARI","NSW","2380","6A"
"4548","RED HILL","NSW","2583","5A"
"4549","RED HILL","NSW","2720","5A"
"4550","RED HILL","NSW","2824","5B"
"4551","RED RANGE","NSW","2370","5A"
"4552","RED ROCK","NSW","2456","6A"
"4553","RED ROCKS","NSW","2577","3A"
"4554","REDBANK","NSW","2446","2A"
"4555","REDBOURNBERRY","NSW","2330","4A"
"4556","REDBOURNBURRY","NSW","2330","4A"
"4557","REDDESTONE","NSW","2370","5A"
"4558","REDFERN","NSW","2016","1A"
"4559","REDGATE","NSW","2715","5B"
"4560","REDHEAD","NSW","2290","1A"
"4561","REDLANDS","NSW","2646","5A"
"4562","REEDY CREEK","NSW","2330","4A"
"4563","REEDY CREEK","NSW","2849","5A"
"4564","REEDY SWAMP","NSW","2550","4A"
"4565","REEFTON","NSW","2666","6B"
"4566","RIAMUKKA","NSW","2354","6D"
"4567","RICHLANDS","NSW","2580","6A"
"4568","RICHMOND","NSW","2830","2A"
"4569","RICHMOND","NSW","2755","1A"
"4570","RICHMOND HILL","NSW","2480","2A"
